case_id,deliktart,tatmittel,tatort_stadt,tatzeit,geraet_typ,mobilfunk_provider,cell_id,ip_adresse,schadenshoehe_eur,anzahl_verdaechtige,vorstrafen_bekannt,kommunikation_events,digitale_spuren,gps_daten_vorhanden,video_cctv,osint_hinweise,risiko_klasse
BW-2025-00475,Einbruchdiebstahl,keines,Karlsruhe,2025-10-13 21:00:00,Laptop,O2,79494,35.126.188.164,4202.07,2,1,39,0,0,0,0,niedrig
BW-2025-00476,Drogenhandel,Fahrzeug,Heilbronn,2025-02-06 05:00:00,Android Smartphone,O2,75210,56.35.142.209,826.23,2,0,10,0,0,0,1,niedrig
BW-2025-00477,Betrug,Smartphone,Freiburg,2025-10-24 17:00:00,Laptop,Vodafone,23686,200.139.246.3,3651.9,1,1,3,1,1,1,0,mittel
BW-2025-00478,Einbruchdiebstahl,Brecheisen,Stuttgart,2025-02-18 08:00:00,Tablet,Telekom,36050,202.65.19.203,0.0,1,1,43,0,1,1,1,niedrig
BW-2025-00479,Drogenhandel,Fahrzeug,Karlsruhe,2025-03-08 22:00:00,Laptop,Vodafone,38922,29.210.215.230,9846.29,1,0,30,0,1,0,1,mittel
BW-2025-00480,Körperverletzung,Smartphone,Ulm,2025-11-07 14:00:00,Android Smartphone,Vodafone,69996,195.70.52.19,1988.15,1,3,12,0,1,1,0,mittel
BW-2025-00481,Drogenhandel,Online-Plattform,Heidelberg,2025-01-22 21:00:00,Laptop,Vodafone,71018,128.101.109.175,2556.35,2,4,26,0,1,0,0,mittel
BW-2025-00482,Einbruchdiebstahl,Phishing-Mail,Heidelberg,2025-04-27 00:00:00,Laptop,Vodafone,38369,162.113.216.11,3262.58,1,0,30,0,0,1,1,niedrig
BW-2025-00483,Körperverletzung,Online-Plattform,Stuttgart,2025-06-19 04:00:00,Tablet,Vodafone,85196,12.76.195.161,2850.47,1,1,26,1,1,0,0,niedrig
BW-2025-00484,Betrug,Smartphone,Heilbronn,2025-10-18 14:00:00,Desktop PC,Telekom,74918,72.146.41.82,530.74,2,0,5,1,1,0,1,niedrig
BW-2025-00485,Betrug,Messer,Heidelberg,2025-07-21 22:00:00,Android Smartphone,O2,97691,89.9.197.150,0.0,2,4,10,0,0,0,1,mittel
BW-2025-00486,Körperverletzung,Smartphone,Heilbronn,2025-10-04 17:00:00,Tablet,Vodafone,92222,29.25.77.148,0.0,3,1,24,0,1,1,0,niedrig
BW-2025-00487,Drogenhandel,Smartphone,Pforzheim,2025-05-22 09:00:00,Tablet,O2,16758,39.104.77.176,9266.09,1,4,24,0,1,0,1,hoch
BW-2025-00488,Drogenhandel,keines,Stuttgart,2025-04-30 15:00:00,Laptop,O2,41278,149.37.113.89,0.0,3,3,7,0,0,0,1,mittel
BW-2025-00489,Körperverletzung,Fahrzeug,Heidelberg,2025-07-02 12:00:00,Laptop,O2,58865,99.96.196.244,1860.35,1,0,28,1,1,0,0,niedrig
BW-2025-00490,Körperverletzung,Laptop,Heilbronn,2025-11-05 13:00:00,Desktop PC,O2,21443,31.134.12.45,1613.85,2,0,25,1,0,0,1,niedrig
BW-2025-00491,Einbruchdiebstahl,Online-Plattform,Karlsruhe,2025-07-08 09:00:00,iPhone,Vodafone,36772,144.75.200.250,3223.1,2,1,40,0,0,1,0,niedrig
BW-2025-00492,Betrug,Online-Plattform,Ulm,2025-11-20 12:00:00,Desktop PC,Vodafone,48209,59.102.71.140,2322.27,1,1,4,1,1,1,0,mittel
BW-2025-00493,Betrug,Fahrzeug,Freiburg,2025-08-11 18:00:00,Tablet,O2,84350,44.199.192.246,0.0,3,0,50,1,1,1,1,niedrig
BW-2025-00494,Cybercrime,Brecheisen,Pforzheim,2025-09-11 21:00:00,Android Smartphone,1&1,47274,127.183.153.236,2881.17,2,1,10,1,0,0,1,mittel
BW-2025-00495,Einbruchdiebstahl,Online-Plattform,Mannheim,2025-04-21 01:00:00,Android Smartphone,Vodafone,85304,43.96.145.122,867.72,2,2,28,0,0,0,1,mittel
BW-2025-00496,Cybercrime,Phishing-Mail,Mannheim,2025-08-05 08:00:00,Android Smartphone,Telekom,80761,52.159.255.48,0.0,1,0,34,1,0,1,1,niedrig
BW-2025-00497,Cybercrime,Laptop,Stuttgart,2025-04-10 05:00:00,Tablet,1&1,81584,140.229.142.238,1835.42,3,1,21,1,1,0,0,mittel
BW-2025-00498,Cybercrime,keines,Pforzheim,2025-10-29 19:00:00,Desktop PC,Vodafone,28274,184.145.244.86,6136.29,1,3,35,1,0,1,0,mittel
BW-2025-00499,Diebstahl,Online-Plattform,Stuttgart,2025-11-01 10:00:00,Tablet,Vodafone,89711,175.45.16.245,2517.14,2,1,12,1,0,1,0,mittel
BW-2025-00500,Raub,Online-Plattform,Heidelberg,2025-11-01 02:00:00,iPhone,Telekom,51649,165.105.120.207,0.0,2,2,38,0,1,0,1,mittel
BW-2025-00501,Betrug,Phishing-Mail,Ulm,2025-09-10 08:00:00,Android Smartphone,1&1,55209,100.242.103.76,2013.8,3,1,19,1,1,0,1,mittel
BW-2025-00502,Körperverletzung,Laptop,Heidelberg,2025-10-30 01:00:00,Tablet,1&1,28293,161.81.110.194,0.0,1,2,38,1,0,1,1,mittel
BW-2025-00503,Diebstahl,Brecheisen,Heidelberg,2025-12-25 14:00:00,Laptop,1&1,10867,115.210.105.146,0.0,2,2,40,1,0,1,0,mittel
BW-2025-00504,Cybercrime,Messer,Mannheim,2025-04-04 11:00:00,Desktop PC,1&1,82596,136.151.4.254,4313.38,3,2,2,0,0,1,1,mittel
BW-2025-00505,Cybercrime,Online-Plattform,Heilbronn,2025-06-03 06:00:00,Desktop PC,1&1,49343,174.251.109.11,906.1,2,1,40,0,0,0,1,niedrig
BW-2025-00506,Körperverletzung,Laptop,Pforzheim,2025-12-02 19:00:00,Tablet,Vodafone,74625,28.20.224.218,4141.83,2,2,38,0,0,0,1,mittel
BW-2025-00507,Drogenhandel,keines,Ulm,2025-03-23 15:00:00,Laptop,1&1,86238,25.250.137.147,1372.07,2,1,9,1,0,1,0,mittel
BW-2025-00508,Drogenhandel,keines,Mannheim,2025-02-06 02:00:00,Laptop,Vodafone,16385,85.52.4.30,2439.22,1,3,18,1,1,1,1,mittel
BW-2025-00509,Diebstahl,Fahrzeug,Mannheim,2025-08-09 05:00:00,iPhone,Vodafone,22561,147.207.197.61,0.0,1,0,37,1,1,1,1,niedrig
BW-2025-00510,Drogenhandel,Brecheisen,Stuttgart,2025-09-12 15:00:00,Android Smartphone,O2,23424,66.198.188.93,319.52,3,1,9,1,1,1,0,mittel
BW-2025-00511,Raub,Fahrzeug,Karlsruhe,2025-02-22 03:00:00,Tablet,1&1,55640,90.195.71.89,7752.26,2,3,44,0,0,0,1,mittel
BW-2025-00512,Drogenhandel,Brecheisen,Heilbronn,2025-04-28 13:00:00,Desktop PC,O2,26870,188.185.253.157,5500.22,2,0,9,1,0,0,0,niedrig
BW-2025-00513,Raub,Online-Plattform,Mannheim,2025-02-23 15:00:00,Android Smartphone,Vodafone,73472,204.224.164.161,8246.13,1,1,27,1,0,0,0,mittel
BW-2025-00514,Betrug,Fahrzeug,Karlsruhe,2025-11-17 05:00:00,iPhone,Telekom,49537,181.230.241.161,2391.36,3,3,0,0,1,0,0,mittel
BW-2025-00515,Diebstahl,Laptop,Heidelberg,2025-05-07 03:00:00,Desktop PC,Vodafone,46356,159.106.149.166,11806.79,1,2,22,1,0,0,0,mittel
BW-2025-00516,Drogenhandel,Brecheisen,Heidelberg,2025-03-09 15:00:00,Desktop PC,Telekom,32514,204.7.80.188,0.0,1,1,34,0,0,0,1,niedrig
BW-2025-00517,Betrug,Laptop,Heidelberg,2025-09-08 04:00:00,Desktop PC,1&1,56507,108.46.115.199,7289.06,2,1,27,0,1,0,0,mittel
BW-2025-00518,Raub,Fahrzeug,Ulm,2025-03-26 09:00:00,iPhone,O2,57349,191.105.62.196,6262.93,2,1,18,1,0,0,1,mittel
BW-2025-00519,Betrug,Laptop,Freiburg,2025-09-20 16:00:00,Tablet,Telekom,39605,152.205.110.155,6601.84,2,3,26,1,1,1,1,hoch
BW-2025-00520,Cybercrime,Messer,Heidelberg,2025-09-08 20:00:00,iPhone,1&1,61952,123.36.151.146,2880.65,1,0,33,0,0,1,0,niedrig
BW-2025-00521,Diebstahl,Laptop,Mannheim,2025-03-11 10:00:00,Tablet,1&1,54385,62.68.119.235,0.0,1,0,38,0,0,1,0,niedrig
BW-2025-00522,Sachbeschädigung,Laptop,Heidelberg,2025-07-10 03:00:00,Tablet,1&1,97382,165.105.12.173,0.0,1,2,25,1,1,1,1,mittel
BW-2025-00523,Körperverletzung,Online-Plattform,Mannheim,2025-03-25 09:00:00,Tablet,Telekom,92361,45.117.177.226,3135.86,2,1,1,1,1,1,0,mittel
BW-2025-00524,Diebstahl,Smartphone,Karlsruhe,2025-05-03 06:00:00,Tablet,Telekom,91522,170.140.44.81,9547.6,2,1,6,1,1,0,1,mittel
BW-2025-00525,Diebstahl,keines,Heilbronn,2025-12-06 21:00:00,Android Smartphone,O2,14141,121.47.29.59,2273.86,1,1,7,1,1,1,0,mittel
BW-2025-00526,Sachbeschädigung,keines,Freiburg,2025-11-10 19:00:00,Tablet,1&1,31514,136.209.155.143,6928.14,1,3,27,0,0,0,1,mittel
BW-2025-00527,Einbruchdiebstahl,Online-Plattform,Ulm,2025-12-01 21:00:00,Tablet,Telekom,61299,78.109.151.123,0.0,2,3,31,1,1,0,0,mittel
BW-2025-00528,Sachbeschädigung,Phishing-Mail,Pforzheim,2025-01-20 05:00:00,Laptop,Telekom,86541,17.226.232.97,0.0,2,2,48,0,0,1,1,mittel
BW-2025-00529,Drogenhandel,Messer,Karlsruhe,2025-09-01 23:00:00,Tablet,O2,42455,71.16.49.109,11102.3,3,0,41,1,1,0,0,mittel
BW-2025-00530,Cybercrime,Laptop,Karlsruhe,2025-08-19 11:00:00,Laptop,Telekom,70412,179.99.120.46,0.0,2,3,27,0,0,1,0,mittel
BW-2025-00531,Sachbeschädigung,Online-Plattform,Stuttgart,2025-08-05 01:00:00,Tablet,Telekom,74010,36.157.80.137,0.0,2,1,44,1,1,1,0,mittel
BW-2025-00532,Raub,Phishing-Mail,Heilbronn,2025-04-24 18:00:00,Desktop PC,O2,75136,173.172.120.150,0.0,2,0,50,1,1,1,0,niedrig
BW-2025-00533,Diebstahl,Fahrzeug,Pforzheim,2025-07-22 23:00:00,Laptop,Telekom,87576,97.59.4.250,641.6,2,1,17,1,0,0,0,niedrig
BW-2025-00534,Diebstahl,keines,Ulm,2025-02-22 08:00:00,Android Smartphone,O2,36224,117.16.127.183,3000.93,2,0,25,1,1,1,1,mittel
BW-2025-00535,Cybercrime,keines,Mannheim,2025-12-07 18:00:00,iPhone,Vodafone,84202,197.3.113.249,7297.93,1,0,40,0,1,1,1,mittel
BW-2025-00536,Betrug,Fahrzeug,Freiburg,2025-06-14 02:00:00,Tablet,Vodafone,51766,27.126.82.140,6712.94,1,1,40,0,1,1,1,mittel
BW-2025-00537,Raub,Messer,Pforzheim,2025-06-25 01:00:00,Laptop,Vodafone,29655,60.33.104.99,0.0,1,1,1,0,1,0,0,niedrig
BW-2025-00538,Raub,Online-Plattform,Heilbronn,2025-10-16 02:00:00,Tablet,1&1,27882,18.117.215.120,4181.53,2,2,16,0,0,0,1,mittel
BW-2025-00539,Cybercrime,Brecheisen,Stuttgart,2025-02-07 18:00:00,Tablet,Telekom,63347,104.10.6.211,2705.04,4,1,42,0,1,1,0,mittel
BW-2025-00540,Diebstahl,Messer,Mannheim,2025-12-08 12:00:00,Android Smartphone,Telekom,41205,164.141.227.216,5350.1,1,5,7,0,1,1,0,hoch
BW-2025-00541,Drogenhandel,Phishing-Mail,Ulm,2025-05-29 19:00:00,Android Smartphone,1&1,45985,123.129.117.253,3914.86,1,1,26,0,0,0,0,niedrig
BW-2025-00542,Cybercrime,Smartphone,Heilbronn,2025-03-19 02:00:00,Desktop PC,O2,46403,211.198.33.190,4835.66,2,1,9,1,1,1,0,mittel
BW-2025-00543,Drogenhandel,keines,Freiburg,2025-01-24 18:00:00,Laptop,Telekom,50536,174.146.42.78,0.0,1,1,44,0,0,1,1,niedrig
BW-2025-00544,Drogenhandel,Laptop,Heidelberg,2025-01-06 08:00:00,Tablet,1&1,40862,87.35.232.68,8558.05,1,1,13,1,1,1,0,mittel
BW-2025-00545,Einbruchdiebstahl,keines,Freiburg,2025-07-07 01:00:00,Tablet,Telekom,53610,194.166.156.50,1332.34,4,1,27,0,1,1,1,mittel
BW-2025-00546,Diebstahl,Brecheisen,Pforzheim,2025-08-29 04:00:00,Desktop PC,Telekom,16828,175.49.1.228,7369.24,3,1,41,1,1,1,0,mittel
BW-2025-00547,Einbruchdiebstahl,keines,Mannheim,2025-05-17 14:00:00,iPhone,1&1,30686,74.230.4.244,8735.66,3,1,33,1,1,0,0,mittel
BW-2025-00548,Einbruchdiebstahl,Messer,Freiburg,2025-04-02 03:00:00,Tablet,1&1,36039,32.155.43.107,9966.0,1,0,26,1,0,1,1,mittel
BW-2025-00549,Drogenhandel,Brecheisen,Ulm,2025-01-15 03:00:00,Tablet,Vodafone,35987,78.4.56.181,1521.22,2,1,44,0,0,0,1,niedrig
BW-2025-00550,Einbruchdiebstahl,Smartphone,Ulm,2025-06-27 14:00:00,Desktop PC,1&1,84349,41.10.175.18,3184.14,1,0,0,0,0,1,0,niedrig
BW-2025-00551,Sachbeschädigung,keines,Heilbronn,2025-05-19 16:00:00,iPhone,Vodafone,60079,44.84.190.74,0.0,1,0,27,0,1,1,1,niedrig
BW-2025-00552,Raub,Fahrzeug,Pforzheim,2025-05-04 03:00:00,Android Smartphone,1&1,44314,71.72.201.54,1971.3,1,1,39,1,0,0,1,niedrig
BW-2025-00553,Körperverletzung,Fahrzeug,Freiburg,2025-02-28 12:00:00,Desktop PC,1&1,62108,186.213.143.231,13856.77,2,0,13,0,1,0,1,mittel
BW-2025-00554,Sachbeschädigung,Messer,Pforzheim,2025-02-10 02:00:00,iPhone,Telekom,56439,166.59.91.76,5421.28,2,2,42,0,1,0,1,mittel
BW-2025-00555,Betrug,Smartphone,Pforzheim,2025-07-26 12:00:00,Desktop PC,1&1,86085,56.235.86.135,6219.22,2,2,16,1,1,0,0,mittel
BW-2025-00556,Einbruchdiebstahl,keines,Freiburg,2025-03-03 04:00:00,Tablet,Vodafone,25314,91.50.111.230,1930.37,2,0,2,1,1,0,1,niedrig
BW-2025-00557,Einbruchdiebstahl,keines,Pforzheim,2025-07-13 03:00:00,Laptop,1&1,31624,91.199.107.170,3458.35,3,1,47,1,1,1,1,mittel
BW-2025-00558,Körperverletzung,Brecheisen,Heilbronn,2025-04-12 11:00:00,iPhone,Vodafone,71636,77.158.9.189,3741.42,2,1,10,0,0,0,0,niedrig
BW-2025-00559,Körperverletzung,Messer,Karlsruhe,2025-10-29 09:00:00,Tablet,Telekom,24744,195.66.115.121,3780.04,2,2,9,1,1,1,1,mittel
BW-2025-00560,Diebstahl,Phishing-Mail,Karlsruhe,2025-05-04 07:00:00,Android Smartphone,O2,78945,207.80.32.82,1218.77,2,0,36,0,1,0,0,niedrig
BW-2025-00561,Einbruchdiebstahl,Messer,Karlsruhe,2025-03-06 09:00:00,Android Smartphone,1&1,61664,106.161.132.104,2535.35,1,2,37,1,0,1,0,mittel
BW-2025-00562,Diebstahl,Phishing-Mail,Mannheim,2025-11-11 04:00:00,iPhone,Telekom,53178,22.57.142.137,5416.91,2,0,41,1,1,1,0,mittel
BW-2025-00563,Körperverletzung,Phishing-Mail,Mannheim,2025-07-13 03:00:00,Android Smartphone,Telekom,22130,113.27.151.56,0.0,1,0,16,1,0,0,1,niedrig
BW-2025-00564,Einbruchdiebstahl,Fahrzeug,Ulm,2025-05-23 03:00:00,iPhone,Telekom,94825,203.167.173.156,4524.67,1,2,41,0,1,1,1,mittel
BW-2025-00565,Einbruchdiebstahl,Laptop,Pforzheim,2025-07-31 16:00:00,Tablet,1&1,77194,62.42.195.90,5242.0,3,1,31,0,1,0,1,mittel
BW-2025-00566,Körperverletzung,Messer,Heilbronn,2025-03-03 14:00:00,Laptop,1&1,92665,120.15.116.230,0.0,1,1,5,1,1,0,1,niedrig
BW-2025-00567,Betrug,Phishing-Mail,Heilbronn,2025-12-05 03:00:00,Android Smartphone,Vodafone,20378,216.50.8.120,7443.01,2,1,30,0,1,1,1,mittel
BW-2025-00568,Cybercrime,Brecheisen,Mannheim,2025-12-24 02:00:00,Laptop,Vodafone,15910,142.111.34.75,0.0,4,0,6,1,1,0,0,niedrig
BW-2025-00569,Sachbeschädigung,Messer,Karlsruhe,2025-08-31 15:00:00,Tablet,O2,96714,129.127.60.21,3170.38,2,0,11,1,0,0,0,niedrig
BW-2025-00570,Einbruchdiebstahl,Messer,Stuttgart,2025-07-23 04:00:00,iPhone,1&1,54739,218.92.141.211,12106.23,2,0,11,1,1,1,1,mittel
BW-2025-00571,Raub,Brecheisen,Karlsruhe,2025-03-14 14:00:00,Desktop PC,O2,25293,14.103.238.44,6786.88,1,1,10,1,0,0,1,mittel
BW-2025-00572,Körperverletzung,keines,Ulm,2025-07-26 17:00:00,Desktop PC,1&1,26395,45.150.211.246,463.35,2,0,0,1,1,1,0,niedrig
BW-2025-00573,Raub,Laptop,Stuttgart,2025-05-23 20:00:00,Android Smartphone,Telekom,92058,213.62.50.56,0.0,1,0,34,1,0,0,1,niedrig
BW-2025-00574,Raub,Laptop,Pforzheim,2025-11-20 13:00:00,Tablet,Vodafone,29978,200.32.195.106,5015.38,2,0,44,1,0,0,0,niedrig
BW-2025-00575,Körperverletzung,keines,Heilbronn,2025-06-15 15:00:00,iPhone,1&1,53758,13.4.12.129,0.0,2,1,6,0,1,1,0,niedrig
BW-2025-00576,Sachbeschädigung,Messer,Heilbronn,2025-01-26 06:00:00,Desktop PC,O2,40396,193.219.187.44,3853.68,1,1,3,1,1,1,1,mittel
BW-2025-00577,Betrug,Messer,Freiburg,2025-07-02 20:00:00,Desktop PC,Telekom,91618,176.108.10.86,4916.49,2,1,22,1,1,0,1,mittel
BW-2025-00578,Körperverletzung,Messer,Stuttgart,2025-05-12 05:00:00,Android Smartphone,O2,76536,67.62.105.164,11119.57,2,0,37,1,1,1,0,mittel
BW-2025-00579,Drogenhandel,keines,Mannheim,2025-10-12 13:00:00,Laptop,1&1,47022,187.209.141.241,9266.12,3,0,47,1,1,0,0,mittel
BW-2025-00580,Diebstahl,keines,Mannheim,2025-04-17 17:00:00,Android Smartphone,Vodafone,49800,71.22.137.194,9678.52,2,1,13,1,0,1,1,mittel
BW-2025-00581,Betrug,Smartphone,Freiburg,2025-04-19 06:00:00,Laptop,O2,66442,40.45.23.113,0.0,2,2,39,0,0,0,1,mittel
BW-2025-00582,Raub,Laptop,Heidelberg,2025-08-21 07:00:00,Tablet,O2,77552,165.178.183.53,2307.78,1,0,42,1,0,1,0,niedrig
BW-2025-00583,Diebstahl,Smartphone,Heilbronn,2025-03-14 06:00:00,Tablet,Telekom,92565,41.57.35.49,12448.75,1,0,13,0,0,0,0,mittel
BW-2025-00584,Drogenhandel,Brecheisen,Pforzheim,2025-03-09 18:00:00,Tablet,1&1,26119,62.175.21.190,0.0,1,2,28,0,1,1,0,niedrig
BW-2025-00585,Sachbeschädigung,Smartphone,Heidelberg,2025-07-15 18:00:00,Tablet,O2,64396,103.83.32.66,77.82,3,2,40,0,0,1,1,mittel
BW-2025-00586,Raub,Brecheisen,Ulm,2025-10-20 17:00:00,Android Smartphone,Vodafone,13901,124.76.214.94,3452.34,2,2,9,1,1,1,1,mittel
BW-2025-00587,Betrug,Laptop,Karlsruhe,2025-10-02 04:00:00,Laptop,O2,14861,180.1.78.51,0.0,3,1,41,0,1,0,1,mittel
BW-2025-00588,Einbruchdiebstahl,Smartphone,Pforzheim,2025-07-27 18:00:00,Tablet,1&1,79178,167.67.62.103,3064.23,1,0,9,1,1,0,1,niedrig
BW-2025-00589,Sachbeschädigung,keines,Heidelberg,2025-08-24 16:00:00,Desktop PC,1&1,14845,148.149.61.209,3962.57,2,1,21,1,0,1,0,mittel
BW-2025-00590,Sachbeschädigung,Brecheisen,Pforzheim,2025-12-16 07:00:00,Android Smartphone,Telekom,13655,214.237.228.115,0.0,4,2,34,1,1,0,0,mittel
BW-2025-00591,Cybercrime,Fahrzeug,Pforzheim,2025-02-10 22:00:00,Tablet,Telekom,16256,204.173.233.138,0.0,1,4,41,1,1,1,0,mittel
BW-2025-00592,Diebstahl,keines,Pforzheim,2025-11-06 08:00:00,Desktop PC,Telekom,49216,83.215.81.101,1375.99,1,0,42,1,0,0,1,niedrig
BW-2025-00593,Einbruchdiebstahl,Messer,Heidelberg,2025-12-19 13:00:00,iPhone,O2,29209,193.46.17.10,0.0,2,2,27,0,1,1,0,mittel
BW-2025-00594,Sachbeschädigung,Laptop,Karlsruhe,2025-03-30 18:00:00,iPhone,1&1,58404,184.68.60.72,3050.14,2,3,33,1,0,1,0,mittel
BW-2025-00595,Sachbeschädigung,Messer,Pforzheim,2025-10-17 01:00:00,Desktop PC,1&1,28919,140.123.47.33,7666.71,2,1,8,1,1,1,0,mittel
BW-2025-00596,Körperverletzung,keines,Mannheim,2025-05-26 03:00:00,Desktop PC,Telekom,83272,105.140.139.191,3492.62,3,1,7,1,1,0,0,mittel
BW-2025-00597,Sachbeschädigung,Laptop,Karlsruhe,2025-01-28 11:00:00,Laptop,O2,59081,88.162.115.237,6106.07,1,0,18,0,0,1,1,niedrig
BW-2025-00598,Körperverletzung,Smartphone,Mannheim,2025-02-03 05:00:00,Android Smartphone,1&1,74067,11.136.177.58,0.0,1,0,7,1,1,0,0,niedrig
BW-2025-00599,Drogenhandel,Laptop,Stuttgart,2025-07-31 10:00:00,Tablet,1&1,89391,44.255.207.114,8478.18,3,2,48,1,1,1,1,hoch
BW-2025-00600,Einbruchdiebstahl,keines,Heilbronn,2025-08-11 00:00:00,Tablet,Vodafone,61825,97.200.144.165,8373.49,1,1,34,0,1,1,0,mittel
BW-2025-00601,Betrug,keines,Pforzheim,2025-01-17 22:00:00,iPhone,Vodafone,91094,149.181.167.153,6525.26,1,3,36,1,0,0,0,mittel
BW-2025-00602,Betrug,Fahrzeug,Heilbronn,2025-03-24 02:00:00,Desktop PC,Telekom,42150,191.163.92.149,10825.05,3,0,37,0,0,1,0,mittel
BW-2025-00603,Körperverletzung,Laptop,Freiburg,2025-12-02 12:00:00,Tablet,Telekom,64386,17.40.152.120,11109.74,2,0,33,0,1,1,0,mittel
BW-2025-00604,Drogenhandel,Messer,Pforzheim,2025-03-09 19:00:00,iPhone,Telekom,43496,207.175.157.201,4882.79,3,1,5,0,1,0,0,mittel
BW-2025-00605,Einbruchdiebstahl,Online-Plattform,Ulm,2025-08-11 01:00:00,Android Smartphone,Telekom,61110,36.71.77.26,5927.03,1,1,20,0,0,0,1,mittel
BW-2025-00606,Einbruchdiebstahl,Messer,Freiburg,2025-03-24 13:00:00,Laptop,1&1,74615,141.53.0.249,1272.13,2,1,48,0,0,0,0,niedrig
BW-2025-00607,Sachbeschädigung,Laptop,Pforzheim,2025-11-14 07:00:00,iPhone,O2,63411,173.47.195.49,5730.25,2,3,14,1,0,1,0,mittel
BW-2025-00608,Betrug,Online-Plattform,Karlsruhe,2025-07-27 22:00:00,Android Smartphone,Vodafone,28660,106.144.238.87,4035.32,2,2,34,1,1,0,0,mittel
BW-2025-00609,Einbruchdiebstahl,Fahrzeug,Ulm,2025-01-29 12:00:00,Desktop PC,1&1,10071,26.103.161.116,588.18,2,1,30,0,1,1,0,niedrig
BW-2025-00610,Cybercrime,Online-Plattform,Ulm,2025-12-15 09:00:00,Laptop,Vodafone,49405,33.247.145.172,7761.93,3,2,25,1,0,0,0,mittel
BW-2025-00611,Diebstahl,Brecheisen,Pforzheim,2025-12-11 14:00:00,Tablet,Vodafone,45784,73.245.39.254,0.0,1,2,42,1,1,1,1,mittel
BW-2025-00612,Drogenhandel,Phishing-Mail,Heidelberg,2025-01-11 20:00:00,Tablet,O2,11255,183.54.124.185,2728.7,2,0,11,0,0,1,0,niedrig
BW-2025-00613,Sachbeschädigung,keines,Ulm,2025-02-22 22:00:00,Desktop PC,Telekom,59332,222.212.221.211,7006.72,2,2,38,0,1,0,1,mittel
BW-2025-00614,Drogenhandel,Messer,Mannheim,2025-11-12 20:00:00,iPhone,Telekom,39035,201.62.182.247,11186.5,2,1,1,1,0,1,0,mittel
BW-2025-00615,Cybercrime,Phishing-Mail,Heidelberg,2025-05-31 23:00:00,iPhone,O2,46799,137.42.159.115,4096.37,3,1,45,0,1,1,0,mittel
BW-2025-00616,Raub,Smartphone,Heidelberg,2025-07-09 08:00:00,Tablet,Telekom,18566,161.145.244.93,0.0,1,3,8,1,0,0,0,mittel
BW-2025-00617,Diebstahl,Brecheisen,Pforzheim,2025-12-24 02:00:00,Desktop PC,Vodafone,99218,154.99.194.187,8002.1,4,2,29,1,0,0,1,hoch
BW-2025-00618,Betrug,Messer,Stuttgart,2025-10-05 18:00:00,Laptop,1&1,57378,143.106.242.230,1338.25,2,1,48,1,0,1,1,mittel
BW-2025-00619,Betrug,Fahrzeug,Stuttgart,2025-12-30 11:00:00,Laptop,1&1,35507,96.175.71.218,0.0,1,1,5,1,1,0,1,niedrig
BW-2025-00620,Betrug,Fahrzeug,Ulm,2025-05-15 09:00:00,iPhone,Vodafone,92050,171.19.80.68,168.31,3,0,6,0,1,1,0,niedrig
BW-2025-00621,Betrug,keines,Ulm,2025-06-20 22:00:00,iPhone,O2,54669,24.239.79.208,0.0,3,2,21,0,0,1,0,mittel
BW-2025-00622,Raub,Laptop,Heilbronn,2025-03-27 05:00:00,iPhone,1&1,51062,188.128.72.3,2298.46,1,3,4,0,0,0,1,mittel
BW-2025-00623,Einbruchdiebstahl,Smartphone,Heilbronn,2025-10-22 19:00:00,iPhone,O2,48655,108.167.17.20,1381.04,1,1,25,0,0,0,0,niedrig
BW-2025-00624,Diebstahl,Messer,Heidelberg,2025-11-06 12:00:00,Desktop PC,Telekom,54514,177.162.201.69,0.0,1,2,43,1,1,1,0,mittel
BW-2025-00625,Betrug,keines,Freiburg,2025-03-15 17:00:00,Desktop PC,Vodafone,85132,43.64.84.251,0.0,2,1,40,0,0,0,0,niedrig
BW-2025-00626,Cybercrime,Phishing-Mail,Ulm,2025-05-07 22:00:00,Tablet,1&1,26735,90.201.102.63,9811.19,1,2,37,0,0,0,0,mittel
BW-2025-00627,Sachbeschädigung,Phishing-Mail,Pforzheim,2025-04-11 15:00:00,Desktop PC,Vodafone,58343,13.17.166.202,0.0,1,0,33,1,1,1,1,niedrig
BW-2025-00628,Einbruchdiebstahl,Smartphone,Heidelberg,2025-10-16 03:00:00,Desktop PC,Telekom,18965,98.111.242.100,0.0,2,1,12,1,0,0,0,niedrig
BW-2025-00629,Körperverletzung,keines,Freiburg,2025-07-24 13:00:00,Desktop PC,O2,69546,213.8.114.82,3394.1,2,0,2,1,1,0,0,niedrig
BW-2025-00630,Körperverletzung,Fahrzeug,Stuttgart,2025-11-15 11:00:00,Android Smartphone,Vodafone,59271,63.143.156.224,539.94,1,2,25,0,0,1,1,mittel
BW-2025-00631,Einbruchdiebstahl,Smartphone,Freiburg,2025-09-02 07:00:00,iPhone,Telekom,67725,60.196.108.158,8354.6,3,1,40,0,0,0,1,mittel
BW-2025-00632,Drogenhandel,Smartphone,Stuttgart,2025-07-13 22:00:00,Android Smartphone,Vodafone,54540,152.244.9.123,5950.21,1,2,15,0,0,1,0,mittel
BW-2025-00633,Einbruchdiebstahl,Fahrzeug,Stuttgart,2025-03-11 01:00:00,Android Smartphone,O2,54352,64.210.29.234,5481.64,2,0,19,0,0,1,0,niedrig
